6.607206	6.607206	
24.151067	24.151067	
40.306613	40.306613	
56.856613	56.856613	
73.209970	73.209970	
90.134970	90.134970	
106.352143	106.352143	
122.084970	122.084970	
137.709970	137.709970	
154.109970	154.109970	
169.770711	169.770711	
186.684970	186.684970	
203.708932	203.708932	
220.384970	220.384970	
236.684970	236.684970	
253.309970	253.309970	
269.409507	269.409507	
285.734507	285.734507	
301.284507	301.284507	
316.309507	316.309507	
331.784507	331.784507	
347.334507	347.334507	
362.281887	362.281887	
377.209507	377.209507	
391.734507	391.734507	
406.534507	406.534507	
420.534507	420.534507	
435.134507	435.134507	
449.130829	449.130829	
463.910805	463.910805	
